text,afraid,angry,anxious,ashamed,awkward,bored,calm,confused,disgusted,excited,frustrated,happy,jealous,nostalgic,proud,sad,satisfied,surprised
my partner get a call to do a job for a contractor he have work for in the past  his day to day contractor have cancel the work for today and the new contractor need some work do  my partner will be pay three time the amount of money work for the new contractor ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
it be a major activity for me because i be sick at the moment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i have a very good result in my last exam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i be very thankful for my health  i try to eat healthy every day ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i like to take care of my health and cook all of my meals  it be something that i like to do very much  be healthy be very important to me and i take care of my health each day ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i be do some golf and i have a pretty good day the score i have be three under par and that be actually one of if not my gest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i reach all of my goals at work yesterday  a good change from miss the mark for a few weeks ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be able to take a great nap during the day  i usually do not get the chance but it make me feel really calm and refresh ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
my blood test panel come back fine  i do not have any issue  that be very important to me ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
i have fry chicken yesterday  it taste wonderful  it be really crispy and satisfy my hunger right away ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i eat some new  good food ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i talk to both my kid yesterday on the phone  it make me very happy ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i cook a good meal for dinner  it be really enjoyable  it make me feel calm and collect ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i also make myself breakfast after my walk which be two egg  toast  and bacon  i felt good and ready for the rest of the day ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i be happy about school and i felt that i be go to do great things that day and make my family proud of me ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i feel like my relationship with god have be great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be pretty salient about my work  i take great pride in know that i be do my best ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
i really love my job  i have a good time do it and be very happy ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i get together with a friend after work yesterday and spend some time with her  it be good to see her again  no matter what we do  we always have a good time do it  all we really do yesterday be talk about what be go on in our live  but that be enough  when you have a good friendship with somebody  that be all it take ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i do have so funny and annoy friends,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i have a phone conversation with my mother yesterday  talk about christmas gift for my brother  we accomplish what we want and decide what we be each get him  so that be good  it be a productive call  otherwise we do not talk about much and i be relax during our chat  it be not that eventful but i be please to be make progress towards get my christmas shop do ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i eat a delicious pizza from world market  they be on sale the other day  it have a white sauce  but it be super good  i be impress ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i hang out with my friends that i have not see for a few weeks  we catch up and have a good time ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i drive to the nearest town  it make me sad  i be think about my ex ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i do some christmas craft yesterday with my boyfriend and have a nice time do it  it be very relax ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i meet with osme friends to ddicuss a party we be go to have  it be a fun to be with them ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
yesterday be the day we go for a church service at a local nurse home  our pastor play music and the people who come sing along  they really appreciate us be there  it be good to worship god with this group of people ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
i be excite and calm at the same time  it be due to a meet that be to be the bridge to my promotion ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
i go shop and buy some healthy foods  more fruit and vegetables  i felt really good because this help me to stick to my diet and eat healthier ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i be enjoy the time and day with my youngest grandson  he be a bless from god and i love him so much ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i meet with a friend i have not see in a while  it be good though i could tell we both change ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
i eat a sandwich that i enjoy for lunch  it be very delicious and satisfy  i be look forward to eat it ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i go out for dinner with my team to my favorite mexican restaurant as a celebration  the food and drink be excellent and we have a lot of fun  make me feel full of energy and bring me a great deal of joy ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i come home yesterday to find the lawn all pick up  it be nice see the house and property look shipshape  my mom have come by to do this without my know  i find out later ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have contact with three of my four children yesterday  that be a wonderful feel and i know that they be do well ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i waste two hours watch the worst move ever,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
i talk to my niece this morning  she be cute  i be happy ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
my sister come up with a new way to make our hot dog low carb for dinner  we always eat low carb but sometimes it can get bore  she find a way to use something other than a hot dog bun to make the meal  it be really good and i will be use it in the future ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
i enjoy my job and i feel good about my day when i help my students or have a positive impact on them in some way ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i be try to set a routine for sleep and have meet with success ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i get my grade back for my first big assignment in my theory class  i make a one hundred  it really surprise me  as the theories be difficult to grasp  and it be basically a two page paper  over different things throughout the chapter  i expect to do reasonably well because i study and put a lot of effort into it but the one hundred be better than i expect ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
i be proud of myself for stick to my diet  it have be a hard week but i have stick to my goals  i be get kind of frustrate with the blandness of my food but i must eat it to lose weight ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
i have change some dietary habit since the new year and someone tell me yesterdat that i be just a little thinner  i have a ways to go but it be a good start,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i help my parent prepare for a cruise they will be on in one week  i felt helpful ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i felt like the shin star at the morning meet  i have facts and figure to back up all of my data and be more prepare than any other department head ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
my friends throw me a surprise dinner party to wish me well on my move  they let me know our friendship be value and i will be miss but they understand the need for me to go  i will be sure to keep in touch with them and plan to visit several time a year  i also will have a very nice guest room in my new house ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
run on the treadmill last night i run quicker than i have do for a number of years  i have a goal in mind to reach by the end of the year  and this be a major step towards reach it ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i go out to dinner with my wife last night  it be not normally our routine to go out during the week  but it be nice to get out and unwind a little bite ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i work at a university  i be challenge by my job everyday  i get anxious think about meet where my write work will be critique   for accreditation  i feel frustrate that my coworkers do not take me seriously   some   i feel proud because i know i be do a good job ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
exercise be important because it be a nice day outside and i take some time to myself to just enjoy it ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i make a dish from my grandma s recipes that come out great  it make me nostalgic and happy ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
i manage to squeeze in seven hours of sleep last night  which be pretty rare for me these days ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i appreciate my family so much  they be very supportive and always there for me ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
felt good to get the week do with  also please,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
make a new recipe today and it turn out taste really well  will have to remember to put it into my repertoire more often ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
my kid make us a wonderful dinner and we be quite surprise with it  it be so fun and we have a good time,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
i exercise almost every day and it always leave me feel strong and healthy ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
some high school friends of mine get together once a month to catch up  i usually miss these things  it be a bless to be there and share memories ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
get to work to be able to do the things you want to do in life  you have to have money to make your life comfortable ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be proud of my family for all that they do they bring joy to my life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i be lucky to have a job that i enjoy and i be able to get pay for work that i like and that be reward in see disable students succeed ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
every day eat health food,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
teresa finally call back and it take her all of ten minutes to get work up again  i be a about sick of this yeast and bipolar bs  i will just handle it like the last twenty-seven years  these autumnholidays annual depressions be so predictable  she be rewrite history again  i wish she would quit take every subtle difference of opinion as a personalttack ,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
god give me a sense of comfort and hope throughout the days ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sleep make me feel energize and prepare for the next things to come  which make me less anxious overall ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
we all enjoy a family meal together and talk about our day ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
work have be so busy  i find it hard to keep up and manage  i can not wait until my vacation in december  i need the time off badly ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
have faith keep me feel steady and in a good mood ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
recover from a surgery and feel great to be healthy ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
take my wife to dinner last night to celebrate my accomplishments  it felt great to finally have the time to spend with her ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
we stop and get fast food for dinner  which we never do  so it be a treat ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
my husband be out of town for a couple of days  i do not like it when he need to leave  to take care of our cottage   i be more productive when he be here  odd  i know  but i tend to be rather aimless when he be go  at least on the first day   but we talk in the even and that settle me  and he be come home today  so feel more upbeat ,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
dinner time be usually at 6pm and there be nothing available to make a complete meal  it make me feel anxious try to find something for everyone when there be nothing as far as meat to cook because the meat be freeze  everyone wind up have individual meals like sandwich or noodles  to find something to cook for everyone in a short time  another family member say they be go to make the dinner but by time 6pm be come closer i do not,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pray to god be something a do daily  it bring a calmness and acceptance of things  it be my way of appreciate all the bless that come my way ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
go to work out at the gym and it be leg day  like the time i spend ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
exercise be important part of my life because it help with stress from work ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
again as a government employee i be at home a lot more than normal  i be try to find the best use of my time and have ensure i stay physically active  this keep my confidence and selfesteem at high level ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
my special other be always so supportive under any circumstances  but he be so sweet when i share with him about my article  next thing i know a bouquet of my favorite flower arrive with the most beautiful note about how proud of me he be and he bring over a very special bottle of champagne last night ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have be have a good work week  first  there be plenty of work and somehow i be actually get it do and make a little money ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i be at work for most of yesterday and be fairly busy  i be anxious to meet a deadline  however  the work be mind numb data entry stuff  it take up the bulk of my time and mental energy ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
