text,label
absolutely love mike watts sexy heroes,love
flood house stay someone town unless water stop rise may use homework excuse,relief
paulina1 good morning great day work,happiness
xocazza good stuff great thank x,love
omg sooo lazyy believe google commandapp close cd tray try telekinesis quite work though,worry
internal alarm clock wake 630am another hour external alarm go wide awake though,empty
visit friendster facebook,happiness
pickleshy tongue cheek mentalitiesthere another one take piss arabs long,sadness
cci12s video long go premier today yahoo miss newmusicyahoocomvideospremieres awesome video version,enthusiasm
toastehmonstah ohh get fourth thing may ahh thank,surprise
two coin people,neutral
brilliant weekend brilliant say work actually work,happiness
ahh save mow lawn rain plenty time go kayak bless rain gods,happiness
home beach feet burn proud sunscreen,happiness
time hittin hay later tweeps ala billy cunningham great americans,love
marieeeeee know mean,neutral
rachel go lunch baixa lot stuff want come,neutral
congratulations manny pacman pacquiao make every filipino proud filipino,happiness
marge_inovera hi jakki thank hug right back ya,happiness
lunch mark_deakin meet prof go badly,neutral
nurseju treat hair badly revenge turn grey prematurely,fun
galiiit haha def song epic fun listen new fnb,neutral
studio ghibli year ponyo bitlywhar8 always seem perfect wait till august,empty
share tinyurlcomczhzb3 another id draft plurkcomprpzmx,neutral
micheleknight beautiful,love
mcarvin feel bad sure attribute could cold flu meds nap alcohol get better,worry
soon go look cabaret go fun,happiness
muse grip firmly throat really enjoy write,neutral
photo session motherdaughters bond session happy,happiness
missxmarisa haha say great teacher learn best hannah montana,surprise
look forward session gym,surprise
andrewdisley patrick_h_lauke sefton park liverpool would good 200m road,surprise
bmthofficial see sydney twelve days third time,worry
sophie_lee lol bugg school awsome,fun
mexican crave,happiness
wwwyoutubecomlillysan find morning get eight hundred subscribers thank check lillysan award xx li,neutral
may 4th happy star war day,happiness
draw picture bubba,neutral
_xotashhh love days school one friday,worry
glad see typical bank holiday weather wise go much today yeah right,neutral
goodies bag car boot include cute cross stitch bird craft room man sell sweetie,happiness
kate38381849 haha ok really like get businesses ok,relief
white house join social network sit bitly15fo4x better late never,neutral
good morning,enthusiasm
head schoool go good day knoww,happiness
screw review think wolverine awesome enough dominic monaghan like,empty
vwll2009 would one vwllers want add event ning bitlybf5sh would much appreciate,neutral
twitpiccom4jdtx springtime nice,happiness
download movie still wait tinyurlcomd9g8sj cool movie,worry
catwoman123 good one,worry
marika75 musichabits join study,relief
claude debussy homeboy,love
mercuriosjewels wonderful trip read four twilight novels completely consume engross kind sad,sadness
thank 8101harris edit soon hoteleden see better job behind camera instead front,neutral
andytaylorsonic yey holiday monday uk today chill day,happiness
expect one man band release sometime next week,empty
dannyvan could get work pay r20 per 2l,hate
qatesiuradewyo would cry little wait mean mechanical army would please proper representation xme,worry
emzyjonas favourite tv show kid bananas pyjamas teletubbies lol luckyy youuuu go jb concert haha,happiness
cresh182 fun bbq good matter,happiness
implement will_paginate website love rail,worry
listen varsity fanclub,worry
one eight hundred one friends deserve free hug,neutral
go lunch soon fave cuzs,love
wil_anderson tweet awesome fuck heat dencorub,worry
may forth,love
chelsea_anstee hope expo would amaze try hard make perfection,happiness
vampirefreak101 haha thank,happiness
back school work bachproject,neutral
good morning twitterers rise shine way school,love
gottfriedjs gosh travel quick beam gottfried,neutral
laurim could fact bank holiday make difference let check money situation also,worry
see movie seventeen,love
oh mondays also mean new american dad glad watch show funny make mondays even better,happiness
andyacb yes put inside anything else,relief
phomor someone horse way hubb feel twitter name towerofbabble party,surprise
monday funday wake people keep awake please today go long one already feel eww,anger
alexia clog twitter think would post tweet um shower drink teehee,surprise
whoa shower session,happiness
babygirlparis go paris,neutral
especially hard get bed morn cuz hot run late stick front mirror check,sadness
sophhs lucas till david henrie lovers boys cute sophhs lucas ill henrie deal,love
ninaaacooperrr come love last week need see hot,happiness
ready go home,enthusiasm
news flash megaredpacket instant internet empire early bird launch check deal megaredpacketcom,neutral
morganmg starbucks think try b good,worry
expression watch tinyurlcomeqbwe,neutral
jeffparks naw keep turn odd nugget wisdom,happiness
talktomikesmith yep mean would think outside box make name clear exactly wrap,worry
fawn_s accept anything,worry
aparantly starwarsday enjoy quite know kent happy anywho,happiness
make perfect fry egg,empty
go finish last assignment go bed,relief
go see priscilla ahn last night amazin band actually,happiness
thank follow deee_earl,neutral
go disgrace life make next year perfectionist suck good luckkkk,hate
upload picture myspace,neutral
airheaduk wash comp great people fab atmosphere 1st dist 2nd exp sess,relief
4th may officially announce bad luck day,worry
cassusriff yes feel still get lot box fun though get new place yesterday,neutral
ingegoesbroadwa sound like great time,happiness
dhruvchadha welcome back school study hard take time smell roses,worry
tsarnick yeah better sorry believe kiss sass,surprise
jimmymarsh617 awesome job last night,happiness
mikeyway twitpiccom449yj say mystery science theatre three thousand mean anything,neutral
becabear one thousand make sure word poo ball underbelly suck ball give wk three,worry
error505 yeah apparently remove,neutral
yes quite unsure aswell haha,neutral
lagaffe one day week 60hrs compensate,neutral
currently work collab alynn carter call lose inside excite,empty
work canada shoot information come way soon express interest email address eh,worry
back interest email,neutral
turkeyburkey whatever mean,neutral
freeze,neutral
ii12m bore bad weather today watchingn alias fun boyfriend,sadness
funny say would never make look far come back heahhh um yeah school,sadness
fun facebook,neutral
cool music collection use nonintrusive background music music keygens wwwkeygenmusicnet,relief
3oh three radio amaze yesterday,happiness
jrathburn good mornin jason ready fresh new week well,happiness
brrridgett already know happen supernatural,happiness
finish studio new songs myspace tomorrow may 5th,fun
imcfly save link need distractions need motivation,neutral
maccabees new album winner everybody take listen fact,happiness
go buckle week relief twitter followers inanity enjoy silence,relief
write song turn light three,fun
may 4th starwarsday via dordali,neutral
taylorswift13 hello enjoy london watch hackneys mental,anger
go chantal aunt,neutral
tire dinner good churro good,happiness
sswayze thank four follow sean,love
happy vstudio shortcuts backkk,love
class longggg day,relief
new article band call mgmt atbfmsolidsynnet,neutral
incredibly cliched point may fourth today,neutral
feel like go home sleep till next day,enthusiasm
oh yeah radio1 play earth wind fire,happiness
stephkerchner hear grapevine might see around today look forward meet,happiness
online shop fantastic,happiness
look new ideas blog,happiness
lydia_teamgreen marriage course run either bank holiday may back run next week,neutral
vicky spamming belle twitter anyway rainbows dreamwidth get invite code wahahaha,neutral
westendactress well good,happiness
think bicycle freak custodian would let build let key,neutral
antony hahahahahahahahahah tickle much,happiness
miraaaaa hahaha eat,happiness
instal ubuntu nine hundred four office lap yaaaaaaaaaaaay install windows feature rock awesome ubuntu excite,surprise
mood listen reg stuff sir tell use huge fan mine seem forget songs,sadness
fucken tire fuck sunny good day deffff,hate
chrismic song mean,neutral
danielle_jane14 okay well feel bad lmao,relief
mood listen reg stuff sir tell use huge fan mine seem ffi am2zaf4,neutral
hop tonight okay night,worry
mmm even drink would think use faketemporary mail address,neutral
weather let morning ugh hada gd nite though,sadness
utterhip r welcome pal truly deserve two follow,happiness
iaindodsworth ha yea allow days rest way many interest ideas incorporate tweetdeck,relief
kaat11 yes,surprise
dnezthatsme aw virtual hug lol come page say aah congratulations,love
baq sleep go headach start one da,love
wish literally could fuck every nigga world nymph,hate
try record audio source maybe need specific program vhadze good thank hehe,worry
davidspruell rip ad buy go speak wyou look hold company change hand,worry
robholladay add still awake,surprise
meriel know meeeee surprise either least get laugh unlike people,surprise
rqocjd try ill hack mainframe internet database unban may take high,neutral
awsome workout shower n work nice,worry
fightking yeah age aquarius pretty scary song,surprise
kimberleymcleod brighton work city,neutral
sunshineliron awesome,relief
